reach,tilt,coding_pct,selection_pct,payment_rise_pct,codes_per_1000,distinct_codes,top_code_share,dist
0.125,0.3,15.888520904823084,17.12705882982245,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.09205628757501946
0.125,0.5,15.888520904823084,28.5456238561671,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.19157608766153905
0.15,0.0,18.155800563380936,0.0,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.13574307945551597
0.15,0.05,18.155800563380936,2.9576387606597248,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.1144726557769809
0.15,0.1,18.155800563380936,5.915303667654224,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.09762835540329519
0.15,0.15,18.155800563380936,8.87299472189425,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.08779607390643081
0.15,0.2,18.155800563380936,11.830711924290615,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.08737619679329402
0.15,0.25,18.155800563380936,14.788455275754213,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.09649191520992711
0.15,0.3,18.155800563380936,17.74622477719598,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.11285595599924611
0.15,0.5,18.155800563380936,29.577564300966095,25.15339613524093,150.04963635261365,16.266666666666666,0.1993128282741682,0.20961244030378168
0.2,0.0,22.184636790285694,0.0,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.1643311029491893
0.2,0.05,22.184636790285694,3.118681621186329,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.14643410928571626
0.2,0.1,22.184636790285694,6.2374021416764505,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.1335154948372505
0.2,0.15,22.184636790285694,9.35616156312557,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.1271027190258524
0.2,0.2,22.184636790285694,12.474959887189028,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.12817629508996192
0.2,0.25,22.184636790285694,15.59379711552231,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.13656003983101342
0.2,0.3,22.184636790285694,18.71267324978103,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.15104178082610137
0.2,0.5,22.184636790285694,31.188566879187547,31.940751093128934,200.04167394908757,21.266666666666666,0.170790783600599,0.24275483173996273
0.25,0.0,25.662885874400345,0.0,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.19241110995564262
0.25,0.05,25.662885874400345,3.26863415921585,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.17675368553797138
0.25,0.1,25.662885874400345,6.537308937224478,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.16612783428077518
0.25,0.15,25.662885874400345,9.806024335569314,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.16152984495325778
0.25,0.2,25.662885874400345,13.074780355793884,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.16346940227840107
0.25,0.25,25.662885874400345,16.343576999441815,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.17172536506393904
0.25,0.3,25.662885874400345,19.61241426805682,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.18545629421113335
0.25,0.5,25.662885874400345,32.68816962306542,38.164883064836815,250.0450120306712,26.066666666666666,0.1485323814602325,0.274561796882124
0.5,0.0,37.24883697841405,0.0,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.2963828122972043
0.5,0.05,37.24883697841405,3.9024978847579272,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.2849369371712326
0.5,0.1,37.24883697841405,7.805041657781687,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.2785340523829467
0.5,0.15,37.24883697841405,11.707631321060099,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.27752361951967036
0.5,0.2,37.24883697841405,15.610266876582179,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.2819638075788511
0.5,0.25,37.24883697841405,19.512948326337163,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.29160592240226574
0.5,0.3,37.24883697841405,23.415675672314475,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.3059587267098761
0.5,0.5,37.24883697841405,39.027044058242815,62.65093563642427,499.93329320931235,56.666666666666664,0.09201119038002704,0.3979734146425318
1.0,0.0,40.58885013137298,0.0,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.3278394904283177
1.0,0.05,40.58885013137298,3.877281194775873,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.31758185585041004
1.0,0.1,40.58885013137298,7.754615009908306,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.3118402990263182
1.0,0.15,40.58885013137298,11.632001447286054,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.31086534817352535
1.0,0.2,40.58885013137298,15.509440508797995,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.3147015020365028
1.0,0.25,40.58885013137298,19.38693219633315,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.3231776703227897
1.0,0.3,40.58885013137298,23.264476511780614,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.3359430022604484
1.0,0.5,40.58885013137298,38.77518009048048,72.4849095934911,686.4054315883312,82.73333333333333,0.06940711539183307,0.42022250786211585
